"Freq"	"predicted_Idc"	"predicted_Zphz"
0.251206	0.000122501390597978	-2.20353713845927
0.199461	0.000123527446974116	-2.54125537315286
0.158526	0.000120039278263412	-2.76383356978676
0.125872	0.000121775008905267	-3.13048206382693
0.099994	0.000122067335410285	-3.61345222815161
0.079449	0.00012522064973768	-4.1209186672356
0.063103	0.00012543696441216	-5.16818633092976
0.050134	0.000137817994343944	-5.37071076250609
0.039809	0.000141215695263166	-6.57708365344004
0.031626	0.000140968742685658	-8.48222923344448
0.025116	0.000143378638824379	-9.93734661044525
0.019954	0.00014351000065229	-9.9600438447866
100007	-0.000280131366524471	2.14076316753725
79433.6	-0.000238524838505771	0.203383125846492
63105.5	-0.000160035822090707	-1.78405782543634
50123.7	-9.8783551193122e-05	-3.25123741585819
39811.2	-7.55677898847628e-05	-4.39533794756074
31634.1	-1.79710775882152e-05	-5.57999352425538
25123.7	2.96757739458595e-05	-6.11856663914381
19954.4	6.84212442352619e-05	-6.70276261378399
15852.9	5.82287422652397e-05	-7.40456343552321
12587.2	6.52047381784959e-05	-7.81256914282413
9998.2	8.56686703414642e-05	-8.11047771785246
7942.6	0.000103201368725723	-8.48322701717679
6311.1	0.000122180463854259	-8.66116895681533
5011.18	0.000136256535656781	-8.95181878171045
3980.93	0.000157673331555869	-9.15177638894374
3162.67	0.000165347732283873	-9.32477676663404
2511.16	0.000173611495293613	-9.4638841472683
1995.37	0.000178815727470207	-9.51817588234912
1584.49	0.000191393815409208	-9.65140171796953
1259.04	0.0001967703013093	-9.81794276000152
999.95	0.000199822752145948	-9.93922345978637
794.163	0.000203697031879758	-9.95649846061632
630.984	0.000209595349953361	-9.94846934027311
501.303	0.000220403419319246	-9.64494369797378
398.209	0.000226375000880165	-9.81263095806681
316.113	0.00023175015137796	-9.86709443755136
251.185	0.000232566870448609	-9.87587212299595
199.495	0.000236478415497653	-9.87723919219021
158.533	0.000237880089067099	-9.84392489584245
125.911	0.000239352879525151	-9.84392489584245
100.009	0.000244181607102456	-9.82454232479064
79.4083	0.000242145089663036	-9.76594568970083
63.0971	0.000244458151775706	-9.67344282624566
50.0083	0.000246147356827349	-9.64887699108824
40.0059	0.00024747512816456	-9.61669136623802
31.5793	0.000251484235404186	-9.31373155958494
24.9911	0.000248503820058712	-9.12913446607828
20.0011	0.000252264062959993	-8.8771247156773
15.7934	0.00025195111786831	-8.4262411870857
12.5002	0.000248033549160442	-8.15056865081324
9.9987	0.000247745265249253	-7.67988828370177
7.89389	0.000248075871654194	-7.12862068918994
6.31623	0.000249208237816623	-5.92103884039472
4.99748	0.000249075398481426	-5.1627954822031
3.97302	0.000249109477623646	-4.76032388102442
3.15718	0.000246771417627673	-3.78902506443572
2.51085	0.000241419985134388	-3.55241699889737
1.99489	0.000235931155408262	-3.04886111396308
1.58325	0.00023610903084193	-2.72691388194385
1.25729	0.000234279933592686	-2.67800678675558
1.00006	0.000321531987662931	-2.60627232969076
0.794599	0.000321644663574188	-2.7663663516489
0.631058	0.00032267672791752	-2.72727927720328
0.501187	0.000322931411940353	-2.69335804701085
0.398272	0.000323952582568267	-2.85470624998112
0.316296	0.000327391802660303	-2.83786472818316
0.251206	0.000329918094168886	-3.08999576283056
0.199461	0.000328347103452761	-3.75723720607023
0.158526	0.000329525954839616	-4.09894614920035
0.125872	0.000329778166432581	-4.5134040954618
0.099994	0.000329736939641779	-5.37317029881433
0.079449	0.000328972646183764	-6.08501525860765
0.063103	0.00032861280975837	-7.09984476462136
0.050134	0.000329262981058266	-7.73792119195313
0.039809	0.000327101944364037	-9.02255666687134
0.031626	0.000323655260214927	-10.6529274524964
0.025116	0.000319640927532653	-12.186762169044
0.019954	0.000302912508179859	-13.6057628945662
100007	-0.000185904492981176	2.43360133407462
79433.6	-0.00013592033971929	0.179087987241744
63105.5	-7.77145217647866e-05	-1.71704583536649
50123.7	-4.23606395800391e-06	-3.28533527253419
39811.2	4.30716552511437e-05	-4.41049249907784
31634.1	9.36588031898155e-05	-5.34242638489535
25123.7	0.000126529943450985	-6.32371516308066
19954.4	0.000161052454796637	-6.81080139302011
15852.9	0.000148977306399925	-7.23607705522485
12587.2	0.000165029529364788	-7.88267214461507
9998.2	0.000175367238475165	-8.10751842040414
7942.6	0.000201657762398571	-8.52017737895916
6311.1	0.000210389967495818	-8.66474795120142
5011.18	0.000225498015709321	-8.98451909945528
3980.93	0.000247370935460986	-8.80216801076075
3162.67	0.00025504214315767	-9.15307245768242
2511.16	0.000265783638938189	-9.48511697951539
1995.37	0.000270183863449763	-9.53714567418634
1584.49	0.000277187839772957	-9.62503525442768
1259.04	0.000281161245545644	-9.81779291757925
999.95	0.000287981609674081	-9.8865844298865
794.163	0.000292790458746289	-9.89310450585667
630.984	0.000301625139187915	-9.9241748912572
501.303	0.000305168239769104	-9.37732744509919
398.209	0.000308818127875422	-9.79584108286201
316.113	0.0003144767597267	-9.57180803885282
251.185	0.000318512080130457	-9.58077618326296
199.495	0.00032300881693177	-9.55765974601794
158.533	0.000323790469982968	-9.53773013255414
125.911	0.000324202511137085	-9.52220558353549
100.009	0.000325114955182642	-9.43413272561709
79.4083	0.000326535224599172	-9.39979234060048
63.0971	0.000327686144627151	-9.30744746444615
50.0083	0.00032998712294081	-9.24233561612141
40.0059	0.000331500555408453	-9.13716439579764
31.5793	0.000332341277095096	-8.89111342794649
24.9911	0.000333922492068945	-8.4499137985013
20.0011	0.000334108189685606	-8.12779389277435
15.7934	0.000334497978275234	-7.6609120564102
12.5002	0.000335099357095316	-7.16388995517166
9.9987	0.000334911170486639	-6.50765207082838
7.89389	0.000335130016649853	-5.96416294993153
6.31623	0.000336029200892792	-5.07287843343147
4.99748	0.000333789827890752	-4.35690558319734
3.97302	0.000331492873529793	-4.02630333210227
3.15718	0.000326956138788947	-3.28547995007095
2.51085	0.000320331499216652	-3.12350647136013
1.99489	0.000320331965408471	-2.59760792370897
1.58325	0.000319308244186291	-2.41691693850121
1.25729	0.000323547980517446	-2.12268187630652
1.00006	0.000406332343155972	-2.18307726843226
0.794599	0.000407353006849714	-2.18675654596161
0.631058	0.00040776835531014	-2.16229654420351
0.501187	0.000409045398688025	-2.09732294170704
0.398272	0.000410837162286643	-2.2662352223351
0.316296	0.000416298931534466	-2.42293503907659
0.251206	0.000417452609413975	-2.65080667711847
0.199461	0.000421879766900618	-2.92232551543358
0.158526	0.000427898249309834	-3.15062729437127
0.125872	0.000422760660551729	-3.63572617641774
0.099994	0.000429198101838231	-4.17981604713386
0.079449	0.000431592859081553	-4.74569482788353
0.063103	0.000429338829332112	-5.5998947338355
0.050134	0.000430083408139629	-6.2528189339248
0.039809	0.000431973005032108	-7.40589396534342
0.031626	0.000431020510560552	-8.34275776154305
0.025116	0.000429460765156874	-10.3985305377266
0.019954	0.000428693829950001	-10.9396012404574
